id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
201112120020,2011-12-12,Russia,Chegem,Unknown,2,0,Private Citizens & Property,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112120020,"Two suspected militants were killed by an unidentified explosive device in Chegem, Kabarda-Balkaria, Russia. No group or individual has taken credit for the attack, and the motive behind it is unknown.",ied
201112100026,2011-12-10,Afghanistan,Kunduz,Unknown,2,16,"Government (General),Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112100026,"Sixteen people were wounded and two people were killed in an IED attack in Kunduz, Kunduz, Afghanistan. The bicycle bomb was remotely triggered and was targeting Sayad Sarwar Hisseini, a member of the of the high peace council.  Among the two killed was a former jihadi commander, Shir Mohammad Arab.  The rest of the wounded and killed were civilians.  No claim of responsibility was made.",ied
201112060070,2011-12-06,Afghanistan,Nahri Saraj district,Unknown,1,0,Military,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112060070,"A British soldier was killed in an improvised explosive device (IED) attack while on an engineering reconnaissance mission in the Deh Adham Khan area of Nahr-e Saraj district, Helmand province, Afghanistan. Following the attack, the soldier, Elijah Cooper Bond, was transferred to the Queen Elizabeth hospital in Birmingham, UK, where he died of his wounds on Thursday, December 8, 2011. There were no reports of any additional injuries or property damage in the incident. No group has claimed responsibility for the attack.",ied
201112060016,2011-12-06,Afghanistan,Unknown,Taliban (suspected),0,5,"Private Citizens & Property,Police",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112060016,"On Tuesday at about 1300, in Kandahar, Kandahar, Afghanistan, two policemen and three civilians were injured in a bombing. The improvised explosive device (IED) was concealed in a motorcycle and denoted by unknown means. No group has claimed responsibility for the attack.",ied
201112050054,2011-12-05,India,Amrapara,Maoists,0,0,Police,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112050054,"A 25kg improvised explosive device (IED) planted under a bridge on Panem Link Road near Kewat Tola, Amrapara, Jharkhand, India, was discovered by a joint team of police and paramilitary officers after they received a tip alerting them that Maoists were leaving explosives in areas frequented by security forces. The security team was set to cross the bridge the previous evening, but their route was changed after the intelligence tip was received. The next morning, Sunday, they returned to the area and called in a bomb team to disarm the device. No group has claimed responsibility for the attempted attack.",ied
201112020010,2011-12-02,Afghanistan,Muhammad Agha,Haqqani Network,2,70,Military,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112020010,"A driver detonated explosives carried in his truck outside of a NATO base in Mohammad Agha in Logar province, Afghanistan.  The bomb did damage to a number of buildings in the area, although it only damaged part of one wall of the base.  While no NATO troops were wounded, at least 70 local civilians were and one was killed.  The Taliban claimed responsibility for the attack via twitter.",ied
201112000002,2011-12-01,Thailand,Bangkok,Unknown,0,0,Government (General),Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201112000002,"An improvised explosive device (IED), equipped with a timer, was found in a black bag at Ratchadamnoen Klang Avenue next to the Government Lottery Office in Bangkok, Phra Nakhon District, Bangkok province, Thailand.  The bomb squad of the National Police Office deactivated the device with a water cannon hours before the bomb was set to explode.  There is speculation the bomb was set in the area because it was near the location of the King's 84th birthday celebration a few days earlier.  On December 17th, a suspect was arrested in relation to the bombing.",ied
201110290003,2011-10-29,Afghanistan,Asadabad,Unknown,2,5,Government (General),South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110290003,"On Saturday, in Asadabad, Konar, Afghanistan, a female teenage militant detonated her suicide improvised explosive device, outside the local office of the National Directorate of Security. The attack killed one civilian and injured five others including two guards. No damages were reported. No group claimed responsibility.",ied
201110270017,2011-10-27,China,Qamdo,Unknown,0,Unknown,Government (General),East Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110270017,"On Thursday, in Qamdo, Tibet, China, an improvised explosive device (IED) exploded inside a local government building, injuring an unknown number of people and causing an unknown amount of damage to the building. The IED was planted by unidentified militants. A graffiti exclaiming ""Tibet's Independence"" had been left behind on the building's walls and pamphlets entitled ""Free Tibet"" were left at the scene. No group has claimed responsibility.""",ied
201110260024,2011-10-26,India,Imphal,Unknown,0,3,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110260024,"On Wednesday evening at 2000, in Imphal, Manipur, India, outside Milan Enterprises unidentified militants detonated an improvised explosive device (IED) that wounded three civilians. The explosion ripped the metal shutters of Milan Enterprises and caused damages to a major portion of the shop. No group claimed responsibility for the bombing.",ied
201110250033,2011-10-25,Thailand,Yala,Unknown,0,3,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250033,"On Tuesday afternoon at 1400, in Yala, Yala, Thailand, in the sixteenth of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting a convenience store near a market. It is unknown if the blast caused any property damage as the IED detonated in front of the convenience store. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250029,2011-10-25,Thailand,Yala,Unknown,0,3,Educational Institution,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250029,"On Tuesday morning shortly after 1140, in Yala, Yala, Thailand, in the twelfth of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting the Phatthana School. It is unknown if the blast caused any property damage to the school as the IED detonated in front of the school. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250027,2011-10-25,Thailand,Yala,Unknown,0,3,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250027,"On Tuesday morning shortly after 1140, in Yala, Yala, Thailand, in the tenth of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting an Isuzu car showroom. It is unknown if the blast caused any property damage as the IED detonated near the showroom. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250026,2011-10-25,Thailand,Yala,Unknown,0,3,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250026,"On Tuesday morning shortly after 1140, on Ruammit Road in Yala, Yala, Thailand, in the ninth of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting the Shayabushi Restaurant. It is unknown if the blast caused any property damage as the IED detonated near the restaurant. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250025,2011-10-25,Thailand,Yala,Unknown,0,3,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250025,"On Tuesday morning shortly after 1140, in Yala, Yala, Thailand, in the eighth of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting the Park View Hotel. The blast caused an unknown amount of property damage to the hotel. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250024,2011-10-25,Thailand,Yala,Unknown,0,3,Food or Water Supply,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250024,"On Tuesday morning shortly after 1140, in Yala, Yala, Thailand, in the seventh of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting a food center. It is unknown if the blast caused any property damage as the IED detonated near the food center. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110250020,2011-10-25,Thailand,Yala,Unknown,0,3,Business,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110250020,"On Tuesday morning shortly after 1140, in Yala, Yala, Thailand, in the third of 16 related attacks, suspected separatist militants detonated an improvised explosive device (IED) targeting a roadside restaurant. It is unknown if the blast caused any property damage to the restaurant as the IED detonated nearby the restaurant. Cumulatively the attacks wounded 50 civilians and resulted in several power outages throughout the city. Most of the bombs were hidden inside motorcycles in which suspected insurgents parked them in various locations. No group claimed responsibility, however, the attacks occurred on the anniversary of the 2004 suppression of an anti-government protest in Tak Bai in neighboring Narathiwat province.",ied
201110230001,2011-10-23,Afghanistan,Kandahar,Unknown,0,1,Government (General),South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110230001,"On Sunday morning at 1130, in Kandahar city, Kandahar province, Afghanistan, an improvised explosive device (IED) exploded and wounded Noorul Aziz when his car struck the IED. Aziz is the director of religious affairs at Kandahar provincial government and also a former Taliban shadow governor from southern Kandahar. The car was damaged and no group claimed responsibility.",ied
201110190002,2011-10-19,Nigeria,Asaba,Unknown,0,1,Telecommunication,Sub-Saharan Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201110190002,"On Wednesday, in Asaba, Delta, Nigeria, one militant was injured when two improvised explosive devices (IEDs) that had been placed next to a communication tower on the Nnebisi Road in the Konwea Plaza detonated. The IEDs were reportedly made of an unknown amount of dynamite. A communications tower was destroyed and several retail stores and several banks received an unknown amount of material damage in the attack. No group has claimed responsibility for the attack.",ied
